77.22				16.42
62.96				5.719
98.46				12.96
77.37				9.058
77.84				10.01
58.66				11.46
92.79				11.00
82.88				7.352
58.84				9.588
48.45				8.607
64.90				8.109
86.34				9.953
87.69				8.107
93.29				11.29
76.27				8.638
66.74				9.413
105.3				12.23
124.6				8.849
74.04				12.86
56.42				10.53
86.52				8.642
72.67				9.284
71.90				10.70
86.18				8.883
65.91				11.41
91.26				9.588
75.42				9.451
114.1				10.93
63.51				11.12
66.70				8.520
89.83				9.867
119.3				11.06
61.58				6.569
41.59				7.594
73.63				8.494
91.26				6.436
87.39				9.694
80.42				11.39
76.37				8.140
43.70				12.65
116.7				8.058
58.39				11.41
96.12				14.00
94.29				8.983
52.36				10.04
91.37				9.885
41.57				8.104
111.4				9.208
101.0				11.90
68.42				16.26
88.30				9.583
81.04				10.27
48.07				10.26
112.9				10.36
84.43				14.37
75.90				10.31
76.09				10.87
58.05				11.93
63.25				7.212
99.84				9.299
101.0				14.05
61.22				11.29
93.56				13.59
130.3				11.33
77.10				9.189
77.36				8.322
84.97				10.47
93.43				11.31
56.12				11.78
64.61				6.631
65.24				10.81
94.58				8.331
57.05				3.924
85.29				9.568
81.67				12.76
35.27				12.45
83.80				9.553
80.41				11.36
63.92				6.254
50.12				9.386
73.94				13.53
70.10				10.84
78.98				8.579
76.65				7.541
75.29				7.179
93.90				5.908
72.35				6.619
51.96				8.877
98.47				13.01
56.55				8.293
61.94				12.41
96.52				8.352
61.32				8.149
68.96				14.48
110.2				4.952
102.5				10.67
99.56				8.633
90.45				7.028
81.84				9.050
32.04				8.261
90.39				8.153
62.56				11.80
62.84				10.93
74.67				9.135
90.39				13.19
112.1				9.036
74.72				7.151
93.11				8.491
97.39				12.32
120.8				9.715
84.04				12.39
77.31				5.442
89.46				14.46
115.1				9.097
93.63				8.700
103.6				9.190
58.09				9.106
72.83				8.242
106.2				8.862
71.72				9.304
109.3				6.285
67.43				12.28
67.91				14.99
91.55				7.561
87.83				12.38
97.51				6.842
78.29				12.92
77.97				7.285
77.89				13.29
82.03				10.49
67.56				9.585
103.5				7.556
135.6				7.801
89.41				7.814
78.24				12.21
138.4				9.695
37.42				4.436
41.29				13.69
101.7				8.285
80.89				9.787
100.7				7.035
44.28				12.80
92.64				5.745
117.7				9.370
106.4				10.86
109.6				8.664
84.89				15.28
96.64				6.494
51.79				12.81
76.96				9.478
58.03				11.09
75.73				14.31
90.18				9.607
76.98				8.631
48.37				7.071
78.36				12.86
69.10				9.501
80.94				13.35
94.79				10.51
64.27				8.400
64.05				6.734
91.27				7.989
128.4				16.21
99.59				11.90
44.89				12.20
95.48				12.74
95.76				9.016
36.78				6.779
100.4				10.94
95.79				11.38
51.43				10.50
92.92				11.40
85.34				9.234
45.03				10.63
80.12				11.24
75.98				11.34
65.43				9.329
99.09				6.781
101.7				8.041
94.34				12.33
91.28				7.757
128.0				11.61
99.76				8.788
65.82				9.271
81.14				8.380
69.81				10.83
91.04				9.998
48.82				11.04
71.40				11.54
87.62				9.455
53.77				10.27
92.68				12.28
95.77				8.086
89.38				6.403
87.26				13.09
54.16				10.55
62.21				10.05
82.91				9.588
24.48				8.709
102.1				13.96
76.40				9.518
78.66				13.21
71.13				9.145
108.5				7.228
91.34				14.73
141.1				5.899
95.24				9.729
54.89				5.852
102.4				8.829
98.45				12.02
67.53				8.928
83.62				9.211
75.60				10.41
96.39				12.12
91.40				14.53
88.05				11.88
104.5				12.28
69.53				11.66
79.37				10.93
107.3				9.558
77.92				7.331
86.48				11.21
92.74				11.52
106.8				8.470
84.57				12.11
80.91				7.297
92.76				13.20
91.50				4.362
81.64				9.343
52.64				6.485
64.88				11.49
61.67				11.25
90.66				11.51
67.11				11.72
64.61				9.461
79.92				6.436
65.83				4.659
111.6				12.12
96.71				12.27
92.69				8.845
45.00				13.12
88.48				10.47
99.34				14.58
72.05				3.408
94.01				13.95
45.88				14.89
93.17				11.83
81.55				15.02
84.26				7.489
130.7				6.477
92.48				5.956
49.09				10.16
86.05				12.71
39.74				7.993
105.8				9.616
81.87				11.95
78.11				9.313
103.1				5.377
60.88				10.58
96.09				7.849
90.90				8.626
63.71				12.17
72.84				14.37
55.97				10.39
72.37				15.24
94.87				8.426
90.55				4.779
54.65				12.36
63.66				7.120
67.46				10.30
76.67				8.762
56.35				7.669
96.96				7.758
83.43				6.965
96.39				5.309
81.46				5.711
76.30				10.77
76.69				7.525
78.56				5.800
78.79				12.87
56.60				9.832
54.52				12.98
70.57				11.59
70.17				11.15
82.62				6.199
89.83				6.032
103.2				7.375
86.20				9.518
64.40				9.565
96.40				11.74
100.3				9.307
65.21				9.964
92.62				9.438
74.97				7.001
104.3				11.03
96.10				7.771
79.13				9.694
70.66				11.58
87.15				9.983
85.57				11.06
50.10				7.735
96.54				10.26
60.73				6.635
70.30				8.813
80.90				8.565
80.67				11.32
74.76				8.471
69.31				11.37
42.84				10.71
93.52				11.19
58.53				10.76
65.07				7.031
81.75				11.49
77.57				10.65
110.1				5.985
110.9				9.086
112.7				12.80
72.76				12.64
131.7				7.693
77.49				8.626
50.09				12.22
88.19				10.10
84.00				12.92
120.3				8.982
88.43				10.17
62.72				11.73
110.2				9.749
83.79				14.63
71.18				12.02
86.32				8.299
64.20				6.811
103.7				11.37
57.91				11.68
77.73				9.624
94.65				10.74
82.88				11.26
64.55				4.412
80.67				8.302
98.07				8.147
93.25				7.338
86.85				5.386
79.21				10.15
71.38				9.643
65.13				7.384
66.37				11.67
73.80				9.156
67.46				12.51
82.22				8.635
78.66				9.534
57.07				13.63
93.50				14.62
77.86				9.014
82.12				10.10
127.1				9.347
95.28				4.231
79.31				9.863
83.18				12.30
100.0				9.855
67.07				10.98
84.73				7.630
61.56				9.639
71.33				16.57
95.52				8.959
84.29				12.07
72.01				10.78
57.02				10.02
78.70				7.911
61.35				6.157
97.61				9.456
101.7				11.08
92.72				7.757
89.61				6.742
60.04				5.863
85.84				13.05
39.97				9.811
56.21				11.10
95.81				8.630
116.0				11.87
85.40				3.994
83.91				13.23
68.13				15.39
50.38				8.668
72.68				8.895
46.99				12.73
96.19				12.52
89.72				9.996
66.84				13.21
123.3				9.571
104.1				8.906
106.7				16.47
95.21				9.081
89.20				10.41
67.74				4.913
76.03				8.919
75.07				11.64
96.12				10.91
48.85				10.71
105.6				6.659
57.98				8.388
65.04				12.14
83.12				7.867
38.72				10.18
111.9				11.84
87.52				11.33
101.4				7.424
69.91				10.12
90.38				12.43
93.88				10.03
71.38				7.781
53.18				8.621
81.43				13.19
88.04				12.28
110.6				10.99
71.88				10.64
90.94				11.47
91.43				11.42
78.46				10.07
91.75				7.946
115.0				13.36
74.66				13.77
74.68				13.95
41.82				4.044
87.56				10.11
133.2				6.907
100.8				9.400
124.9				12.20
54.04				10.44
77.24				9.448
47.10				7.702
104.9				12.78
69.23				13.08
57.38				11.20
79.11				7.065
93.81				5.938
136.5				7.352
77.36				12.69
53.73				10.65
47.45				11.24
114.5				10.83
66.81				11.46
39.71				12.57
67.73				12.28
95.07				15.32
79.98				11.80
101.0				6.312
105.8				11.08
86.31				13.28
89.80				11.64
53.07				9.359
60.94				10.53
58.81				13.73
19.66				11.48
73.11				9.497
95.31				12.73
82.35				9.100
69.56				6.778
67.71				6.448
65.90				8.736
88.93				9.558
45.83				10.00
84.11				8.630
85.33				14.75
89.31				3.177
72.36				10.91
53.91				9.996
72.24				8.733
95.58				8.689
87.03				7.688
70.45				10.26
34.51				12.58
94.24				10.52
53.89				7.308
84.37				11.28
75.52				7.554
79.17				8.771
116.0				9.728
81.58				8.096
87.09				10.32
67.01				8.225
73.15				9.719
78.00				8.591
86.59				3.352
48.33				10.75
79.10				8.019
78.32				11.38
58.56				10.44
100.3				11.17
104.7				7.158
73.24				9.673
109.5				11.18
101.8				9.501
42.00				7.194
58.75				12.24
78.78				5.877
93.89				7.066
66.53				9.665
79.42				13.80
89.43				4.677
108.7				3.971
95.32				6.443
52.27				11.55
70.71				15.19
89.97				8.544
41.25				8.411
103.7				11.72
79.63				5.538
67.47				8.298
116.7				9.584
67.99				10.68
80.05				12.11
57.64				7.712
88.97				11.30
88.07				10.75
98.71				9.338
81.90				9.391
89.90				9.849
90.09				9.147
80.66				11.91
69.49				13.24
51.88				10.32
52.41				13.26
114.6				8.249
66.35				8.243
80.13				8.300
98.03				5.488
88.05				9.255
66.23				4.889
33.81				8.399
51.70				10.45
70.93				11.81
74.23				9.926
105.0				6.666
83.39				11.09
96.24				8.413
86.15				9.086
60.08				9.892
89.91				10.21
107.7				12.07
73.12				8.992
56.99				10.56
94.25				7.902
76.25				11.05
78.56				10.11
82.48				7.809
48.37				13.29
67.46				10.70
90.65				6.281
89.55				9.069
80.60				14.78
104.2				7.160
112.0				8.733
104.2				9.718
116.7				13.36
87.59				5.947
68.63				10.23
87.74				14.67
106.5				10.09
92.32				11.19
69.92				11.47
75.44				12.96
103.5				7.883
31.09				5.984
114.9				11.05
90.57				9.571
90.47				10.22
89.45				6.723
70.95				6.750
143.0				10.05
45.27				8.998
47.48				9.336
81.83				9.860
68.26				11.54
77.07				6.694
64.91				6.719
111.1				9.754
100.1				11.22
90.30				11.00
77.15				9.013
87.34				8.974
42.32				10.11
57.92				8.688
106.6				7.320
79.92				11.93
80.82				6.773
69.76				9.179
56.70				11.16
135.8				14.46
79.75				15.36
54.90				8.197
63.88				12.13
102.8				12.46
67.18				8.599
71.84				11.92
65.09				8.816
46.95				7.550
84.59				8.905
72.37				13.42
54.86				13.12
96.73				9.755
81.81				10.23
85.75				10.57
124.3				10.66
64.58				12.55
106.8				6.515
83.07				7.284
70.98				10.90
48.37				12.22
71.16				6.335
61.89				11.63
59.85				10.85
93.01				4.101
65.93				12.24
71.52				12.33
70.31				9.079
58.01				8.798
107.0				10.33
52.59				9.956
101.7				9.069
63.15				8.816
75.47				8.026
79.05				12.20
57.72				10.23
113.3				12.29
107.5				9.111
74.02				9.156
58.96				8.809
90.17				9.195
34.04				9.763
70.91				12.19
99.97				10.62
107.3				6.699
85.57				8.705
91.01				12.14
78.97				10.77
74.77				11.52
77.93				7.615
39.46				7.343
78.43				6.878
93.63				13.56
43.05				6.860
112.8				11.42
77.60				9.088
58.70				5.243
90.25				12.81
46.64				8.322
79.42				11.64
77.09				5.832
42.86				9.458
113.5				13.01
96.14				12.75
119.1				10.71
69.73				7.957
89.62				12.72
61.70				9.449
86.37				8.693
90.98				12.19
70.46				6.874
71.74				13.44
68.06				10.31
77.33				10.37
75.21				9.362
101.9				12.13
32.19				12.75
67.96				13.22
75.90				6.133
68.46				10.04
66.03				5.024
81.66				11.36
108.5				12.62
74.31				11.27
67.91				7.999
49.99				12.85
49.24				11.81
98.91				13.06
112.5				11.51
86.77				11.31
75.03				2.910
110.3				9.891
44.89				7.028
76.91				10.98
16.97				12.95
83.54				7.486
47.31				8.617
82.07				14.92
103.2				12.31
66.53				6.186
85.75				9.920
99.29				9.735
41.55				3.591
112.6				10.63
89.16				9.295
100.8				4.995
57.91				9.324
52.62				6.087
91.63				12.35
77.72				10.99
98.26				9.610
63.90				8.427
76.43				10.94
96.28				11.03
118.1				10.11
38.74				10.61
70.19				12.19
59.26				5.821
65.85				13.49
59.61				6.889
70.12				7.390
80.67				7.169
68.10				10.46
97.87				13.99
73.57				11.27
87.53				9.419
92.64				11.00
106.3				8.787
98.09				9.242
87.23				10.16
70.42				9.234
82.06				9.085
90.39				14.28
70.22				12.16
71.42				11.87
78.33				3.609
87.81				13.69
78.31				9.729
78.98				11.93
66.67				11.84
43.06				10.61
94.05				12.27
83.83				7.055
44.63				9.374
95.75				10.90
55.20				17.00
60.63				11.77
90.83				8.991
76.01				1.438
72.56				12.07
73.92				8.234
102.3				7.862
98.31				12.07
97.45				5.380
77.33				9.312
62.03				9.655
76.50				6.206
42.45				9.396
49.40				6.569
101.4				10.10
69.01				10.11
68.73				6.468
85.11				11.64
90.01				11.03
76.01				9.971
77.17				10.66
56.15				9.113
70.97				8.010
41.64				13.21
63.42				12.48
101.3				9.694
54.82				9.073
75.29				11.97
87.52				11.21
72.94				6.961
92.08				10.08
53.73				5.946
73.86				11.32
33.11				8.554
56.42				7.684
113.7				9.219
62.49				6.451
91.78				10.45
116.6				7.308
93.41				10.39
94.97				10.13
32.91				10.23
67.62				6.976
100.4				12.17
71.77				8.821
94.23				6.785
85.35				11.40
86.83				7.976
98.39				7.086
83.12				5.234
86.68				11.02
117.3				14.53
72.50				13.11
76.07				10.91
67.18				10.77
45.08				4.233
72.38				7.222
105.8				9.905
115.8				9.232
59.21				5.512
56.10				13.03
73.55				8.816
91.25				8.049
55.88				10.05
68.35				13.41
54.09				13.29
84.57				10.82
79.03				11.01
58.68				10.00
78.69				10.82
75.82				10.27
91.12				13.09
93.43				15.39
87.60				11.39
82.90				10.87
76.73				9.638
84.83				5.789
56.76				11.97
64.11				13.63
65.11				10.71
95.65				10.93
83.56				7.132
101.7				11.46
70.71				9.311
94.92				9.611
121.6				8.756
84.76				9.589
84.77				8.009
82.32				8.776
75.03				12.63
56.59				11.92
90.93				12.56
111.7				11.17
99.91				7.082
69.97				11.57
88.23				8.527
27.53				3.573
92.63				7.447
75.39				8.410
44.33				12.00
103.1				10.29
104.3				12.90
65.41				12.93
87.62				7.079
90.27				9.431
82.76				5.452
62.04				9.490
75.22				12.36
62.14				7.710
96.95				14.31
23.79				4.294
63.82				9.527
83.17				10.28
60.58				8.398
112.1				11.19
59.43				7.152
86.85				9.132
91.09				11.36
110.0				4.552
90.16				8.926
51.86				7.928
100.7				6.283
69.11				10.65
98.35				8.549
83.40				7.613
110.4				9.678
99.73				7.339
72.01				13.61
91.61				6.436
64.38				14.77
86.28				10.80
93.03				6.940
74.00				10.66
87.91				9.533
99.82				12.61
63.45				6.164
67.70				10.74
105.7				9.969
78.05				9.795
72.61				11.67
97.51				8.132
78.78				13.61
84.53				10.27
72.72				6.894
68.15				8.056
88.88				11.56
75.42				9.073
65.26				8.053
69.48				7.268
58.08				10.54
63.28				10.87
61.45				11.45
48.80				9.985
65.95				9.439
78.38				9.631
88.79				10.15
68.29				11.45
48.85				8.894
56.26				11.10
85.14				11.32
100.2				9.120
86.86				11.42
79.21				9.777
49.90				10.04
100.5				6.802
102.9				8.908
61.04				8.599
70.06				11.57
55.50				10.62
58.15				10.28
60.33				4.934
106.7				11.54
63.04				12.83
68.12				10.03
82.78				14.79
85.13				8.486
76.53				9.818
76.82				5.547
79.83				9.020
67.69				9.643
77.92				13.37
54.16				11.62
88.38				12.37
97.45				13.30
112.1				12.68
93.90				11.51
112.2				14.51
67.15				9.235
84.43				5.942
102.2				15.52
88.41				8.562
64.93				8.540
105.9				11.20
86.95				8.328
116.0				9.356
79.28				8.205
72.31				8.635
92.15				11.48
101.2				6.475
96.29				4.369
86.07				8.253
94.14				7.991
86.76				10.13
82.91				9.617
114.2				10.88
48.36				13.60
92.43				10.32
93.68				9.626
83.03				10.55
105.2				6.395
84.03				12.01
94.79				10.15
81.11				9.285
59.05				8.918
57.45				10.05
61.59				11.60
81.20				10.74
74.04				11.17
76.40				12.59
115.4				8.827
93.65				10.71
107.0				8.506
61.82				7.652
99.73				4.940
63.40				6.503
100.9				10.81
70.84				8.005
53.58				13.97
87.45				10.34
56.39				6.905
68.25				10.85
66.46				11.01
69.42				10.92
62.03				11.70
99.72				9.285
79.53				9.683
91.37				7.508
97.55				12.48
84.98				12.91
88.02				12.68
71.29				13.49
89.88				10.11
80.79				8.316
75.33				7.124
62.68				8.217
69.35				11.75
62.61				11.87
62.07				10.59
104.9				7.252
95.35				5.503
85.14				10.85
82.67				9.922
88.51				7.531
74.83				13.09
99.86				13.63
61.63				7.229
101.1				10.72
69.87				8.150
111.8				8.776
55.71				13.06
75.11				9.853
36.45				9.672
101.5				13.86
38.50				10.75
114.0				8.089
88.41				10.54
82.37				12.71
65.38				5.103
109.7				11.39
77.50				18.70
79.04				9.500
65.46				13.26
83.46				14.01
98.04				5.941
84.45				10.58
80.62				8.995
65.98				14.29
54.77				5.955
78.28				11.19
70.96				9.846
78.51				8.425
61.29				9.832
68.85				7.717
90.01				13.31
83.50				8.596
94.35				10.29
82.11				7.917
92.47				5.405
57.57				10.60
67.96				9.453
107.9				13.68
70.17				15.06
42.87				7.956
92.18				8.412
68.22				10.47
73.62				9.810
53.31				9.467
78.55				10.58
122.5				6.338
71.26				9.247
77.28				10.79
85.48				12.23
103.1				10.13
101.4				10.88
73.05				13.25
80.01				11.16
100.3				7.184
83.62				3.397
77.42				10.88
112.0				12.32
111.4				8.815
61.25				11.03
98.59				9.617
75.63				10.01
94.60				9.931
71.38				8.424
90.00				15.00
99.94				8.798
120.5				10.30
75.89				8.993
71.33				10.24
59.40				14.36
74.63				6.343
75.85				5.267
53.15				10.40
104.2				8.176
109.6				9.472
66.31				16.10
103.3				12.62
41.18				9.465
83.71				9.930
56.39				8.605
99.44				12.32
67.14				9.583
63.17				10.74
94.16				10.50
99.66				12.15
101.3				13.66
91.02				10.69
115.9				5.928
110.9				11.06
95.59				11.14
77.58				12.72
44.55				10.27
69.92				7.778
90.26				8.320
75.23				6.322
61.47				7.269
97.95				8.965
73.87				7.566
100.2				8.586
78.74				5.048
85.17				9.783
84.51				9.901
102.0				15.02
90.81				14.51
43.55				6.823
82.82				5.398
80.65				8.517
71.09				13.95
69.85				13.94
117.2				7.695
81.98				12.93
48.78				10.06
83.59				12.13
100.9				7.036
88.97				9.695
92.02				7.898
100.1				9.437
65.97				8.029
94.28				10.58
63.49				8.625
87.67				8.263
80.71				12.30
52.75				12.11
118.0				6.031
100.6				9.093
52.81				8.801
91.14				11.77
71.82				6.172
68.07				13.56
88.81				10.33
86.17				4.767
43.84				9.443
48.91				5.101
63.65				8.454
47.88				9.146
99.67				9.764
105.6				12.25
97.15				11.53
54.58				9.300
94.32				9.620
54.50				5.729
84.23				9.622
84.28				14.30
91.43				13.93
74.92				7.225
100.4				10.96
91.04				5.332
90.96				6.477
30.76				5.925
83.90				8.629
76.85				9.178
81.08				9.524
81.91				14.12
87.68				11.09
66.66				7.560
103.7				9.537
78.75				9.945
66.06				9.586
62.60				13.19
53.87				10.09
73.84				10.35
110.7				12.19
84.58				8.853
113.3				11.46
40.19				14.60
91.16				12.21
60.04				10.59
116.9				13.74
65.94				10.59
85.67				11.91
71.66				7.990
70.34				9.091
93.16				11.62
100.2				8.488
120.7				12.00
91.02				11.80
86.06				11.96
113.9				6.539
90.17				9.777
70.94				6.575
114.1				7.258
64.83				7.880
87.23				10.45
116.8				14.47
59.14				11.51
73.46				9.263
96.40				13.09
48.65				11.30
84.81				13.68
85.23				11.90
87.30				10.37
128.5				9.237
69.65				8.535
89.85				10.18
101.8				14.91
102.4				9.937
73.59				5.332
48.62				10.32
73.09				9.051
121.6				6.227
96.07				10.20
63.35				15.11
99.81				9.593
65.91				7.062
79.50				8.098
82.04				16.90
83.28				12.05
98.67				10.16
44.74				10.03
82.12				8.942
64.30				12.13
122.1				9.971
93.59				9.310
72.69				7.739
69.46				10.58
88.47				10.24
91.65				10.65
84.22				8.303
53.39				9.442
79.53				7.656
114.4				7.228
83.16				9.026
63.29				13.82
63.45				11.43
69.72				7.488
68.79				8.770
72.45				9.046
84.77				11.05
79.17				6.833
68.21				10.11
26.69				9.661
105.2				10.73
69.89				12.62
87.60				13.34
76.77				12.79
63.24				14.03
66.44				9.322
69.05				8.794
88.37				8.166
88.77				7.873
71.69				6.079
51.51				9.090
57.86				8.545
114.8				10.40
85.15				8.417
105.3				4.715
92.93				10.48
88.67				9.350
58.66				12.47
100.6				9.315
123.2				6.830
96.47				10.74
100.2				9.562
47.40				9.005
81.32				6.558
76.40				10.99
69.90				4.740
111.0				12.13
67.93				11.65
51.52				6.209
77.46				11.02
96.56				11.89
67.65				9.588
98.27				9.489
70.92				4.838
96.58				9.408
70.49				13.34
87.76				9.256
115.8				8.669
119.0				12.66
44.54				7.117
36.07				13.98
122.9				13.54
62.98				9.424
63.11				10.16
69.70				10.77
81.17				6.997
96.90				7.391
98.25				7.348
57.30				8.624
87.92				10.83
59.82				7.517
89.74				10.86
83.88				9.091
45.12				11.04
57.77				10.92
51.86				9.606
86.26				10.05
88.71				13.58
55.21				5.705
86.42				8.116
73.75				9.360
79.60				12.97
95.50				14.46
73.56				9.950
83.57				8.762
105.6				10.45
99.16				11.29
68.23				10.72
44.94				7.779
53.19				12.18
97.62				9.607
86.17				10.58
83.90				13.12
121.7				6.536
65.59				9.121
64.36				10.78
82.52				13.71
62.35				12.70
85.86				6.061
82.29				10.55
94.22				7.230
78.62				6.257
81.95				10.97
77.54				10.78
84.56				9.262
55.90				15.02
99.24				13.47
93.91				14.10
79.21				7.977
59.39				10.15
84.14				12.09
86.82				9.485
101.5				11.97
42.76				13.24
64.01				9.356
102.1				9.327
71.04				11.79
42.73				10.12
89.61				9.981
82.68				8.638
50.88				11.18
43.58				11.34
90.27				12.00
92.33				6.626
78.68				12.17
76.44				10.45
87.75				9.464
127.2				8.331
86.28				11.39
70.63				5.729
98.26				9.006
103.9				10.86
97.86				10.67
79.77				12.64
126.5				5.204
121.1				7.440
77.20				9.552
73.57				11.05
81.65				9.295
69.19				12.27
117.9				6.780
73.54				7.473
100.5				7.456
84.26				8.358
81.65				4.651
33.18				4.411
110.7				7.508
73.20				8.204
71.87				9.609
51.10				12.11
117.1				10.21
125.5				8.679
56.75				6.819
89.99				10.44
93.37				7.870
75.80				7.020
71.62				12.24
70.64				9.068
81.48				8.169
73.14				9.103
69.56				14.29
84.19				8.049
76.10				8.949
61.69				10.21
110.1				9.400
115.1				9.484
104.3				13.92
41.95				13.35
66.54				8.971
92.94				8.448
73.87				5.249
82.79				6.965
41.02				11.33
94.62				12.33
81.98				4.643
55.39				10.08
109.8				12.58
79.55				8.953
103.9				8.988
74.97				10.79
137.7				10.75
52.54				10.13
58.15				12.95
66.53				10.26
76.71				11.43
116.6				8.107
84.30				10.80
114.8				9.949
73.91				10.86
82.50				7.886
64.51				15.14
66.60				8.924
106.3				9.544
44.72				9.297
83.87				12.50
49.80				11.31
74.79				10.91
43.44				11.29
81.55				11.69
58.52				12.20
78.22				8.476
64.03				10.03
80.30				10.37
72.52				5.438
106.5				7.444
82.30				10.55
71.93				8.653
73.24				10.92
61.53				10.12
106.7				3.276
102.8				9.293
72.06				10.34
83.01				13.17
66.02				11.30
58.73				10.45
102.6				14.20
76.46				11.84
44.63				9.134
103.9				7.918
68.34				18.23
80.64				14.72
94.08				10.04
51.37				8.716
51.65				8.172
72.90				13.98
66.35				11.78
83.18				11.24
76.83				9.331
107.0				10.47
87.91				8.659
57.43				8.894
109.4				12.60
83.55				11.12
84.83				12.72
92.09				12.27
74.05				10.68
51.30				11.25
62.95				9.278
84.22				11.67
114.5				14.06
92.54				9.587
91.76				13.00
73.59				11.12
62.78				7.803
76.64				13.63
82.90				15.05
85.52				7.757
61.97				12.24
91.97				10.55
81.91				14.30
104.1				11.03
59.94				8.593
91.41				11.04
88.95				9.582
59.22				10.45
57.92				9.105
99.01				11.62
96.99				15.22
79.35				10.97
83.98				11.02
89.66				10.23
52.69				9.595
113.7				11.91
90.47				11.22
72.92				13.40
60.93				9.833
77.73				12.18
77.58				7.434
105.7				11.02
115.3				9.333
65.86				4.665
92.75				9.965
86.57				11.53
84.35				10.13
48.20				9.025
80.00				12.05
121.1				10.06
62.03				11.50
104.7				12.08
69.77				9.545
84.81				12.03
57.09				7.213
51.20				14.78
87.89				10.59
100.1				10.90
102.3				10.82
92.97				11.81
96.06				8.447
93.04				14.16
71.56				8.623
105.9				9.890
88.19				8.841
97.11				12.73
118.8				5.741
65.25				11.29
82.07				5.002
64.20				9.096
74.96				12.95
54.98				10.43
53.00				8.629
61.87				10.51
103.8				9.905
93.09				11.30
75.58				12.13
117.1				11.17
58.69				11.10
104.3				11.25
75.89				7.023
67.35				7.067
61.12				9.603
84.58				14.50
76.49				7.777
49.45				11.33
69.72				11.49
78.02				10.50
47.18				6.879
70.68				5.691
107.0				8.147
63.85				9.516
62.18				11.80
50.48				12.53
105.4				10.05
105.8				7.826
91.89				11.14
83.57				8.842
79.46				12.49
94.69				10.81
117.6				8.246
69.06				9.026
60.09				12.30
98.92				9.268
39.26				6.776
121.0				11.00
54.03				12.59
61.30				13.91
74.76				11.48
75.60				10.26
79.56				10.46
61.89				9.603
43.27				10.45
75.52				3.059
90.12				10.92
52.48				11.43
105.0				14.72
86.26				14.90
70.61				11.89
98.49				1.773
61.43				7.681
68.23				11.50
78.49				11.32
71.44				9.712
112.8				7.649
88.36				9.185
81.84				12.80
78.55				7.604
76.29				11.47
101.1				8.173
54.12				9.185
108.0				12.63
70.30				9.880
82.08				9.474
85.02				11.75
69.10				9.508
63.00				5.788
78.85				9.483
102.6				9.863
128.0				11.02
111.1				13.82
82.85				6.357
69.20				7.527
132.9				12.16
71.74				10.01
79.56				9.103
85.79				7.694
92.46				10.20
45.75				10.50
95.97				9.696
82.88				8.016
75.53				9.797
96.23				11.87
96.64				9.816
70.83				10.42
80.18				10.87
108.1				11.81
106.6				12.03
46.92				8.313
47.72				3.440
86.43				7.799
58.02				10.05
85.27				6.506
74.38				13.95
80.48				10.04
70.48				7.292
80.94				5.602
72.04				9.623
25.25				9.159
43.42				11.20
64.42				9.447
79.69				11.46
71.25				12.27
91.44				7.313
44.89				6.241
94.05				11.16
111.7				10.46
61.62				10.64
73.46				13.66
83.32				12.05
90.06				9.221
67.28				8.863
95.26				10.13
80.43				11.77
76.58				11.71
94.67				13.61
83.41				5.819
89.63				9.641
94.18				9.994
43.63				12.24
